ID,item_cnt_month
502,0.3875553
503,0.09646538
504,0.8505216
505,0.6206173
506,0.6865418
507,0.11581531
508,0.3650368
509,0.13181642
510,0.23941857
511,0.11305079
512,0.17742404
513,0.1509259
514,0.060626566
515,1.7945001
516,0.19677398
517,0.44208476
518,0.59088516
519,0.6927391
520,0.46973914
521,0.15397057
522,0.6899867
523,0.833506
524,0.1563549
525,0.66293126
526,0.16379476
527,0.16379476
528,0.0013369918
529,0.058703512
530,0.06621188
531,0.26259488
532,0.11581531
533,0.08567926
534,0.07714754
535,0.07416353
536,2.424343
537,0.07119036
538,0.28182214
539,0.13876215
540,0.9374255
541,2.424343
542,0.070617944
543,0.14971077
544,0.07200125
545,0.060626566
546,0.18689623
547,0.11207062
548,0.1817787
549,0.21384186
550,0.13916901
551,0.32009718
552,0.89553624
553,0.31774613
554,0.09109366
555,0.32609606
556,0.13876215
557,0.11162934
558,0.07714754
559,0.16472083
560,0.0907442
561,0.7902521
562,0.13876215
563,0.103247166
564,0.046732873
565,0.09816611
566,0.16379476
567,0.07246074
568,0.4464599
569,0.32486683
570,0.21706894
571,0.33822766
572,0.92089295
573,0.16663793
574,0.1509259
575,0.1509259
576,0.316806
577,0.1509259
578,2.424343
579,0.14555168
580,0.0053943396
581,0.0053943396
582,0.04482439
583,0.0053943396
584,0.6087186
585,0.21539214
586,0.21279246
587,1.4290864
588,2.6624594
589,0.33720064
590,1.2779025
591,0.50653225
592,5.047443
593,0.21497679
594,0.17846581
595,0.21305007
596,0.14747289
597,0.16598168
598,0.19117644
599,0.21539214
600,0.35128632
601,0.77158403
602,0.07865423
603,0.06722313
604,0.16065547
605,0.07416353
606,0.16727677
607,0.2512402
608,0.060626566
609,0.43530393
610,0.37212428
611,0.91432774
612,0.13916901
613,0.13916901
614,0.118659526
615,1.0258756
616,1.0842254
617,0.53623754
618,0.4632047
619,0.04835522
620,0.12720978
621,1.7945001
622,0.8435436
623,0.7651132
624,0.66788995
625,0.31467122
626,0.4397081
627,0.19191265
628,0.13876215
629,0.2398335
630,0.15214902
631,0.047250748
632,0.37493244
633,0.11207062
634,1.2240124
635,0.17501897
636,0.18388268
637,0.07635468
638,0.16379476
639,0.101698786
640,0.52513885
641,1.0326357
642,0.3415898
643,0.060626566
644,0.08567926
645,0.17689571
646,0.5853976
647,0.046732873
648,0.059219718
649,0.28709054
650,0.19677398
651,1.000114
652,0.28789774
653,0.1336587
654,0.40994257
655,0.21187875
656,1.3163884
657,0.18864709
658,0.07957792
659,0.114878476
660,0.49887145
661,0.22822952
662,0.047250748
663,0.5147762
664,0.08959511
665,0.5011163
666,0.1336587
667,0.1509259
668,0.69416535
669,0.56140184
670,0.068146825
671,0.07253724
672,0.060626566
673,0.44667998
674,0.2935644
675,0.46046096
676,0.6460904
677,0.3352226
678,0.47790772
679,0.111044765
680,0.04933995
681,0.07253724
682,0.114878476
683,0.17212579
684,0.69416535
685,0.52420396
686,0.73424435
687,0.69102395
688,0.16046542
689,0.18304256
690,0.07686892
691,0.13876215
692,0.12724641
693,0.12244028
694,0.11305079
695,0.56513643
696,0.21530893
697,0.047062606
698,0.16015908
699,0.36101606
700,1.5901557
701,0.21530893
702,1.8373557
703,1.8373557
704,0.16598168
705,0.21530893
706,0.07416353
707,0.13004968
708,0.19989663
709,2.1012287
710,1.271765
711,0.62896144
712,0.11092454
713,0.45269912
714,0.16442826
715,0.11133149
716,0.39789358
717,0.1659083
718,0.070794195
719,0.23027965
720,0.14156541
721,0.55345017
722,0.4111915
723,2.0682287
724,0.10622805
725,0.3836064
726,0.8020973
727,0.89016557
728,0.21530893
729,1.7915168
730,0.1336587
731,0.09816611
732,0.94861245
733,0.23027965
734,1.1983775
735,0.17830467
736,0.38796943
737,0.60631996
738,0.26762035
739,0.22015315
740,0.18045211
741,0.11133149
742,0.099493444
743,0.7713191
744,0.538427
745,0.7214172
746,0.59176904
747,0.47310024
748,0.7653476
749,0.19989663
750,0.32694933
751,0.05227229
752,0.42396778
753,0.1878553
754,1.0099893
755,0.5362166
756,0.059219718
757,0.24096951
758,0.046732873
759,0.25943166
760,0.6398935
761,0.3872657
762,0.27309516
763,1.7485791
764,0.28489637
765,0.26882115
766,0.12586051
767,0.5893107
768,0.5240729
769,0.52031326
770,0.45461744
771,0.07079932
772,0.6860892
773,0.19686958
774,0.16996387
775,0.127689
776,0.46301192
777,0.9254786
778,0.047062606
779,0.15907964
780,0.21530893
781,1.0197535
782,0.6350828
783,0.729166
784,0.21530893
785,1.1748104
786,1.7208059
787,0.862587
788,0.2660594
789,0.47559533
790,0.21530893
791,0.21530893
792,0.21530893
793,3.0910902
794,0.21530893
795,0.27854204
796,0.5250183
797,1.0842285
798,0.21530893
799,1.4187298
800,0.14540279
801,0.07416353
802,0.23027965
803,0.23027965
804,0.10622805
805,0.08567926
806,0.4231114
807,0.16046542
808,0.5671463
809,0.05533147
810,0.34375545
811,0.55731696
812,0.6325735
813,0.14801508
814,0.07119036
815,0.2900875
816,0.2740028
817,0.21530893
818,0.23027965
819,0.13876215
820,0.4928843
821,0.11941221
822,0.37269878
823,0.21530893
824,0.1659083
825,0.17961189
826,0.21240285
827,0.21530893
828,0.08838466
829,0.20079887
830,2.60237
831,0.14052442
832,0.046732873
833,0.39361274
834,0.68729883
835,0.1380834
836,0.21305007
837,0.6582437
838,0.7285921
839,0.07416353
840,0.058703512
841,0.16046542
842,0.069357395
843,0.18304256
844,0.6610433
845,0.09818739
846,0.059219718
847,0.1895059
848,0.12833038
849,0.099815756
850,0.1363641
851,0.18304256
852,0.54366964
853,0.18304256
854,0.23208675
855,0.45051545
856,0.45156926
857,0.7522422
858,0.21530893
859,0.46434397
860,0.13876215
861,0.15104315
862,0.46456105
863,0.43786633
864,0.87472814
865,0.8965669
866,0.8965669
867,0.20378098
868,1.106791
869,0.1427759
870,0.53683007
871,0.112639844
872,0.12512669
873,0.44313782
874,0.329805
875,0.6924501
876,0.21305007
877,0.14165366
878,0.31274864
879,0.41316923
880,0.1514501
881,0.6169127
882,0.5588837
883,1.4858527
884,0.3584116
885,0.8339984
886,0.3166642
887,0.19372344
888,0.23650417
889,0.28965345
890,0.37574738
891,1.3047034
892,0.41212454
893,0.08883956
894,0.3013606
895,0.13577226
896,0.16083923
897,0.11133149
898,0.2797752
899,0.3836064
900,0.07119036
901,1.5075574
902,0.07253724
903,0.22428298
904,0.40680957
905,0.50575674
906,1.8030819
907,0.35271376
908,0.8145949
909,0.34375545
910,0.34185898
911,0.08494964
912,1.1391828
913,0.32665703
914,0.046732873
915,0.1878553
916,0.21190766
917,0.1304538
918,0.12244028
919,0.3875553
920,0.07246074
921,0.77257586
922,0.0602659
923,0.10133046
924,0.25968683
925,0.11588806
926,0.22349152
927,0.11941221
928,0.8965669
929,1.2345712
930,0.08328071
931,0.11774328
932,0.9806389
933,0.2167835
934,0.16083923
935,0.38911983
936,0.32694933
937,0.27181983
938,0.13984612
939,0.10622805
940,0.10622805
941,0.2950324
942,0.13993436
943,0.8965669
944,0.21917021
945,0.047250748
946,0.15977484
947,0.1509549
948,0.28026253
949,0.2709595
950,0.36167842
951,0.053872526
952,0.031364143
953,0.23027965
954,0.21305007
955,0.38626564
956,0.7243712
957,0.05077517
958,0.93102264
959,0.45461744
960,0.4111915
961,0.11027035
962,0.44197488
963,0.10622805
964,1.0406396
965,0.055137247
966,0.28387117
967,0.2799948
968,0.104299575
969,0.19191265
970,0.17351347
971,0.13876215
972,0.065416515
973,0.118695915
974,0.12724641
975,0.05227229
976,0.17819956
977,0.66312706
978,0.57647866
979,1.1630887
980,0.17230368
981,0.21110547
982,0.7244078
983,0.0
984,0.0
985,0.43028542
986,0.6820233
987,0.26582396
988,0.11207062
989,0.13973832
990,1.1101685
991,0.46334657
992,0.0907442
993,1.0247618
994,0.37298256
995,0.40994257
996,0.07253724
997,0.44185644
998,0.11588806
999,0.07790336
1000,0.66060245
1001,0.4464599
1002,0.96368587
1003,0.11207062
1004,0.118695915
1005,0.21948624
1006,0.060626566
1007,0.060626566
1008,0.5318508
1009,0.08809003
1010,0.13966218
1011,0.2015698
1012,0.3875553
1013,1.483754
1014,0.44632283
1015,0.055137247
1016,0.046732873
1017,0.0
1018,0.3902557
1019,0.52280253
1020,0.13973832
1021,0.3707888
1022,0.04933995
1023,0.08427259
1024,0.6943253
1025,0.0
1026,0.5183192
1027,0.49709153
1028,0.13620394
1029,0.10781199
1030,0.07253724
1031,1.0842254
1032,1.110206
1033,0.17212579
1034,0.8892983
1035,0.09971875
1036,0.0
1037,1.01175
1038,0.30759045
1039,0.04933995
1040,0.4632047
1041,0.11764547
1042,0.115059465
1043,0.15441185
1044,0.4647101
1045,0.07635468
1046,0.63053644
1047,0.20020536
1048,0.046732873
1049,0.23508671
1050,0.2526407
1051,0.26253635
1052,0.3954075
1053,0.19310564
1054,0.19583929
1055,0.32709113
1056,0.9155106
1057,0.36950657
1058,0.17138499
1059,1.7430668
1060,0.21190766
1061,0.23027965
1062,0.07079932
1063,0.11133149
1064,0.48667952
1065,0.1531694
1066,0.16255888
1067,0.43488723
1068,0.08883956
1069,0.28961822
1070,0.14747289
1071,0.09211823
1072,0.21279246
1073,0.3106012
1074,0.28540644
1075,0.3106012
1076,0.4464599
1077,1.6864401
1078,0.055137247
1079,2.4569397
1080,0.07790336
1081,0.1813317
1082,0.0602659
1083,0.40994257
1084,0.08809003
1085,0.2487157
1086,0.04835522
1087,0.275369
1088,0.81564105
1089,0.896662
1090,1.4889536
1091,0.70732385
1092,0.77257586
1093,0.04933995
1094,0.094203144
1095,0.27916366
1096,0.573153
1097,0.41991502
1098,0.7989266
1099,0.42331052
1100,4.0478086
1101,0.3106012
1102,0.36235496
1103,0.6843756
1104,1.395175
1105,0.12244028
1106,0.18304256
1107,0.39083216
1108,0.053872526
1109,0.3704866
1110,0.12601778
1111,0.046732873
1112,0.4745714
1113,0.14404002
1114,0.1726754
1115,0.070617944
1116,0.1336587
1117,0.038981885
1118,0.16847032
1119,0.13876215
1120,0.21187875
1121,0.060626566
1122,0.17888075
1123,0.106752455
1124,0.12912849
1125,0.14466316
1126,0.28605434
1127,0.12724641
1128,0.082467794
1129,0.16571271
1130,0.064444005
1131,0.17689571
1132,0.40239176
1133,0.053505838
1134,0.15512219
1135,0.11581531
1136,0.11207062
1137,0.7766019
1138,0.46484464
1139,0.07253724
1140,0.11875665
1141,0.07253724
1142,1.4355745
1143,0.053505838
1144,0.12244028
1145,0.3836064
1146,0.1509549
1147,0.23027965
1148,0.11133149
1149,0.17678729
1150,6.8068056
1151,0.29624283
1152,0.23027965
1153,0.17961189
1154,0.44667873
1155,0.1895059
1156,0.1363641
1157,2.6974924
1158,1.8063478
1159,0.25776273
1160,0.048873395
1161,0.34220958
1162,0.22351164
1163,0.08883956
1164,0.07119036
1165,0.23027965
1166,0.06102732
1167,0.240727
1168,0.31161785
1169,0.19686958
1170,0.6917708
1171,0.17269751
1172,0.099493444
1173,0.05784166
1174,0.18304256
1175,0.18304256
1176,0.18304256
1177,0.08059931
1178,0.14614555
1179,0.09816611
1180,0.30427814
1181,0.5909975
1182,0.21412215
1183,0.20366058
1184,0.4231114
1185,0.11092454
1186,0.099493444
1187,0.23027965
1188,0.104299575
1189,1.1761272
1190,0.11743674
1191,0.04933995
1192,0.16148335
1193,1.0567199
1194,1.0627946
1195,0.4889451
1196,0.13973832
1197,0.11581531
1198,0.07253724
1199,0.60862124
1200,0.40994257
1201,0.1569036
1202,0.04933995
1203,0.2805927
1204,0.17689571
1205,1.3739626
1206,0.3501514
1207,0.11622059
1208,0.11969653
1209,0.2184268
1210,0.11588806
1211,0.104299575
1212,2.1211076
1213,0.7167772
1214,0.2017057
1215,0.14614555
1216,0.27772236
1217,0.5893107
1218,0.21305007
1219,0.17846581
1220,0.08665037
1221,0.103165984
1222,0.11581531
1223,0.13876215
1224,0.19677398
1225,0.18304256
1226,0.14614555
1227,0.21530893
1228,0.35815537
1229,0.38071623
1230,0.2797752
1231,0.49887145
1232,0.38071623
1233,0.16379476
1234,0.20366058
1235,0.44510335
1236,0.41081032
1237,0.30540428
1238,0.21530893
1239,0.91961586
1240,0.1509549
1241,0.66574657
1242,0.27857932
1243,0.70631516
1244,0.20079887
1245,0.13876215
1246,0.9214395
1247,0.44002658
1248,0.17819956
1249,0.21305007
1250,0.19677398
1251,0.16598168
1252,0.07752463
1253,0.2155453
1254,0.36194813
1255,0.08052957
1256,0.6366849
1257,0.101698786
1258,0.04933995
1259,0.0
1260,0.10441589
1261,0.16379476
1262,0.13876215
1263,0.0
1264,1.5804293
1265,0.5096927
1266,0.14833474
1267,1.1039841
1268,0.16727677
1269,0.25943166
1270,0.28223985
1271,0.17830467
1272,0.048873395
1273,0.26225746
1274,0.23027965
1275,0.12244028
1276,0.17961189
1277,0.23027965
1278,0.14513367
1279,0.3869715
1280,0.07686892
1281,0.1336587
1282,0.11207062
1283,0.086327136
1284,0.59156996
1285,0.1878553
1286,0.07416353
1287,0.39566815
1288,0.04933995
1289,0.2017057
1290,0.14614555
1291,0.5011163
1292,0.38911983
1293,0.17742404
1294,0.8285104
1295,0.39361274
1296,0.14747289
1297,0.2473903
1298,0.7123687
1299,0.29317775
1300,0.33920598
1301,0.59452033
1302,0.2740028
1303,0.29063135
1304,0.70694053
1305,0.43969208
1306,0.104299575
1307,0.13479638
1308,0.17106947
1309,0.17675486
1310,0.07416353
1311,0.16663793
1312,0.9381106
1313,0.26011002
1314,0.5416627
1315,0.067818314
1316,0.32516405
1317,0.15512219
1318,0.7007042
1319,0.20366058
1320,0.26225746
1321,0.14833474
1322,0.23027965
1323,0.21046418
1324,0.08665037
1325,0.4244444
1326,0.038981885
1327,0.08684412
1328,0.1878553
1329,0.08797771
1330,0.07714754
1331,0.64204824
1332,0.11305079
1333,2.60787
1334,0.55773973
1335,0.0
1336,0.4111915
1337,0.20308149
1338,0.32009718
1339,0.18525824
1340,0.22428298
1341,0.22428298
1342,0.24554744
1343,0.13551354
1344,0.026779622
1345,0.051632553
1346,0.22428298
1347,0.14614555
1348,0.11092454
1349,0.55465937
1350,0.05077517
1351,0.15128717
1352,0.05784166
1353,0.14747289
1354,0.16255888
1355,0.6335534
1356,0.36167842
1357,0.13880032
1358,0.19989663
1359,0.40615374
1360,0.9457954
1361,0.549257
1362,0.1878553
1363,0.14747289
1364,0.3839978
1365,0.16593504
1366,0.11581531
1367,0.14614555
1368,0.32932878
1369,0.19583929
1370,0.21530893
1371,0.054813594
1372,0.070328504
1373,0.15096238
1374,0.11092454
1375,0.23736048
1376,0.35214412
1377,0.05784166
1378,0.1509549
1379,0.18045211
1380,0.2162292
1381,0.11941221
1382,0.43816525
1383,0.316806
1384,0.19191265
1385,0.61951405
1386,0.2398335
1387,0.08883956
1388,0.32486683
1389,0.13834158
1390,0.17632481
1391,0.8456515
1392,0.09935799
1393,0.070328504
1394,0.064759135
1395,0.23114023
1396,0.19989663
1397,0.31274864
1398,0.18045211
1399,0.11305079
1400,0.19989663
1401,0.2260862
1402,0.2398335
1403,0.6899867
1404,0.17689571
1405,0.060626566
1406,0.08665037
1407,0.040459752
1408,0.07119036
1409,0.08883956
1410,0.17830467
1411,0.07059902
1412,0.12724641
1413,0.29706302
1414,0.08883956
1415,0.0558286
1416,0.09971875
1417,0.36495996
1418,0.058703512
1419,0.19677398
1420,0.28965345
1421,0.2787367
1422,0.20366058
1423,0.13876215
1424,0.07119036
1425,0.0825097
1426,0.19583929
1427,0.20366058
1428,0.10800943
1429,0.14614555
1430,0.05077517
1431,0.14614555
1432,0.1304538
1433,0.08665037
1434,0.15632424
1435,0.19989663
1436,0.05077517
1437,0.11305079
1438,0.099493444
1439,0.08184424
1440,0.13397843
1441,0.06389728
1442,0.2646133
1443,0.20542887
1444,0.21530893
1445,0.17616159
1446,0.21530893
1447,0.2526407
1448,0.13929299
1449,0.30381024
1450,0.08684412
1451,0.44681564
1452,0.30893227
1453,0.12982368
1454,0.12244028
1455,0.07462311
1456,0.070328504
1457,0.033734083
1458,0.2561455
1459,1.9804562
1460,0.14747289
1461,0.13984612
1462,0.19767985
1463,0.285333
1464,0.11305079
1465,0.1380834
1466,0.2188757
1467,0.17590919
1468,0.37708536
1469,0.110037506
1470,0.20079887
1471,0.26983765
1472,0.21845242
1473,0.1482591
1474,0.2357383
1475,0.3136443
1476,0.110037506
1477,0.26929623
1478,0.10622755
1479,0.22354677
1480,0.10622755
1481,0.1462579
1482,0.99216646
1483,0.059737593
1484,0.031364143
1485,0.046732873
1486,0.11774328
1487,0.08838466
1488,0.070328504
1489,0.6191084
1490,0.46871832
1491,0.18525824
1492,0.19212148
1493,0.046732873
1494,0.15096238
1495,0.05784166
1496,0.053872526
1497,2.2620368
1498,0.41515207
1499,0.070328504
1500,0.10153505
1501,0.23027965
1502,0.24030489
1503,0.23407969
1504,0.08665037
1505,0.19989663
1506,0.147288
1507,0.09818739
1508,0.16727677
1509,0.19191265
1510,0.07119036
1511,0.08883956
1512,0.23027965
1513,0.14448845
1514,0.5511211
1515,0.15632424
1516,0.11133149
1517,0.09816611
1518,0.15512219
1519,0.13876215
1520,0.09818739
1521,1.2891929
1522,0.4618924
1523,0.12244028
1524,0.2188757
1525,0.21530893
1526,0.05227229
1527,0.14747289
1528,0.07079932
1529,0.17633957
1530,0.1336587
1531,0.5595682
1532,0.1524882
1533,0.08765864
1534,0.076227546
1535,0.06102732
1536,0.55649334
1537,0.14219105
1538,0.32709113
1539,0.1524882
1540,0.14462933
1541,0.14462933
1542,0.14462933
1543,0.099799275
1544,0.060626566
1545,0.059139878
1546,1.6864401
1547,0.07059902
1548,0.12661383
1549,0.0825097
1550,0.099493444
1551,0.54149365
1552,0.30548432
1553,0.23027965
1554,0.23027965
1555,0.27857932
1556,0.16065547
1557,0.12244028
1558,0.14542171
1559,0.046732873
1560,0.120434195
1561,0.24230328
1562,0.22385368
1563,0.2452006
1564,0.40197206
1565,0.10098517
1566,0.12601778
1567,0.07858822
1568,0.099493444
1569,0.1304538
1570,0.25878894
1571,0.5450654
1572,0.14660177
1573,0.7989266
1574,0.26169428
1575,0.1679697
1576,0.14462933
1577,0.07714754
1578,0.070617944
1579,0.03805819
1580,0.040459752
1581,0.10818848
1582,0.7108015
1583,0.094203144
1584,0.2646133
1585,0.016555786
1586,0.016555786
1587,0.3301675
1588,0.07714754
1589,0.04933995
1590,0.070617944
1591,0.046732873
1592,0.14462933
1593,0.07253724
1594,0.07253724
1595,0.08946943
1596,0.47762322
1597,0.18304256
1598,0.23027965
1599,0.12639645
1600,0.070328504
1601,0.05077517
1602,0.11305079
1603,0.2797752
1604,0.5072108
1605,0.055707395
1606,0.4346003
1607,0.40268642
1608,0.4405163
1609,0.14540279
1610,0.047062606
1611,0.21530893
1612,0.048540473
1613,0.23184407
1614,0.076227546
1615,0.23888901
1616,0.031364143
1617,0.040116817
1618,0.6876407
1619,0.055707395
1620,0.051632553
1621,0.6555579
1622,0.05824861
1623,0.059139878
1624,0.031364143
1625,0.41154736
1626,0.52279353
1627,0.97050446
1628,0.23027965
1629,0.21530893
1630,0.046732873
1631,0.23027965
1632,0.031364143
1633,0.060939014
1634,0.1304538
1635,0.062190175
1636,0.035403013
1637,0.03805819
1638,0.120434195
1639,11.457197
1640,0.1304538
1641,0.55188566
1642,0.070328504
1643,0.046732873
1644,0.13966218
1645,0.064759135
1646,0.120434195
1647,0.38647145
1648,0.23027965
1649,0.048401296
1650,0.41154736
1651,0.050542325
1652,0.20366058
1653,0.47274193
1654,0.6137299
1655,0.3166642
1656,0.2473903
1657,0.24880803
1658,0.08770597
1659,0.24756098
1660,0.079707265
1661,0.070794195
1662,0.12834641
1663,0.08204535
1664,1.1782644
1665,0.06563151
1666,0.050542325
1667,0.18304256
1668,0.2156133
1669,0.07119036
1670,0.090103954
1671,0.12244028
1672,0.17252648
